,place_full_name,place_name,Tweet_string,created_at_date,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
5799,,,ixexxm huge fan ruokday year wasnxexxt ok felt social media grandstand hashtagxexxa,2019-09-15,0,0,0,0,0,0,0,0,0,0
5800,,,r u ok day demonstr everyon play part suicideprevent check care abxexxa,2019-09-15,0,0,0,0,0,0,0,0,0,0
5801,,,ixexxv experienc amp wit conxexxt shift right direct cybersecur sector sinc last yearxexx ruokday letxexxsxexxa,2019-09-15,0,0,0,0,0,0,1,0,0,0
5802,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-15,1,0,0,1,0,5,0,2,0,0
5803,,,time ask r u ok notic chang matter small friend famili peer learn moxexxa,2019-09-15,0,1,0,0,1,1,2,0,0,1
5804,,,problem xexxcjust seek helpxexxd messag around mental healthnbi deirdr fidgen mentalhealth,2019-09-15,0,1,0,1,0,1,0,1,0,0
5805,,,time ask r u ok notic chang matter small friend famili peer learn thexexxa,2019-09-15,0,1,0,0,1,1,2,0,0,1
5806,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-15,0,0,0,0,1,1,1,0,0,2
5807,,,coachcavil henrycavil commun instagram select pearl cavil younnher thexexxa,2019-09-15,0,0,0,0,0,0,0,0,0,0
5808,,,share team today self care well import healthyliv ruokday ,2019-09-15,0,1,0,0,1,0,1,0,0,2
5809,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-15,0,0,0,0,1,1,1,0,0,2
5810,,,ruokday nation day action remind trustthesign trust gut amp ask ruok day need toxexxa,2019-09-15,0,0,1,0,0,0,1,0,0,2
5811,,,today ruokday suicid prevent simpl question could help encourag peopl open mxexxa,2019-09-15,0,0,0,1,0,0,1,0,0,0
5812,,,gra lab repres ruokday bake sale thank support xfxfxaxb ,2019-09-15,0,0,0,0,0,0,0,0,0,0
5813,,,ixexxm huge fan ruokday year wasnxexxt ok felt social media grandstand hashtagxexxa,2019-09-15,0,0,0,0,0,0,0,0,0,0
5814,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-15,0,0,0,0,1,1,1,0,0,2
5815,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-15,1,0,0,1,0,5,0,2,0,0
5816,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-15,1,0,0,1,0,5,0,2,0,0
5817,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-15,1,0,0,1,0,5,0,2,0,0
5818,,,xexxyou dont need expert reach good friend great listenerxexx ruokday nswpubliceduc ,2019-09-15,0,1,0,0,2,0,3,0,1,3
5819,,,today ruokday nnmi journalist son julian oknnh suffer yr brutal polit persecut human rxexxa,2019-09-15,1,0,0,1,0,2,1,0,0,0
5820,,,ruokdaynnfreeassangenow nnousextraditionnstop tortur ,2019-09-15,0,0,0,0,0,0,0,0,0,0
5821,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-15,1,0,0,1,0,5,0,2,0,0
5822,,,anzca council meet afternoon remind check colleagu friend importantli askxexxa,2019-09-15,0,1,0,0,1,0,2,0,0,2
5823,,,come back brink stori chri work alongsid incred show littl morxexxa,2019-09-15,0,0,0,0,0,0,0,0,0,1
5824,,,grief loneli heartach financi difficulti pressur stress life up down happen need toxexxa,2019-09-15,0,1,0,0,0,2,0,2,0,0
5825,,,mission inspir empow everyon meaning connect peopl around support anyon sxexxa,2019-09-15,0,0,0,0,0,0,0,0,0,0
5826,,,weve mark ruokday offic around countri encourag australian connect colleaguesxexxa,2019-09-15,0,0,0,0,0,0,0,0,0,0
5827,,,compar men gener popul men prostatecanc higher risk suicid itxexx ruokday amp pcfa jusxexxa,2019-09-15,0,1,0,1,0,1,0,0,0,0
5828,,,media blackout thisxfxfxxtortur report sinc special rapporteur tortur xexxa,2019-09-15,0,0,0,0,1,0,1,0,0,0
5829,,,deni link mental health sleep let rememb look thosxexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5830,,,r u ok ok nnall struggl know someon struggl depress axexxa,2019-09-14,0,0,0,1,0,1,0,1,0,0
5831,,,xexxyou dont need expert reach good friend great listenerxexx ruokday nswpubliceduc ,2019-09-14,0,1,0,0,2,0,3,0,1,3
5832,,,australian would ok welfar system wasnxexxt victimis econom vulner peopl till kill themxexxa,2019-09-14,0,0,0,1,0,1,0,1,0,1
5833,,,coachcavil henrycavil commun instagram select pearl cavil younnher thexexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5834,,,dont ask whether im okay unless go provid expens mental health treatment nexexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5835,,,aborigin mexexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5836,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-14,0,0,0,0,1,1,1,0,0,2
5837,,,okay xfxfxxcnruok ruokday ,2019-09-14,0,0,0,0,0,0,0,0,0,0
5838,,,convers friend school someth doesnt seem right new video seri shoxexxa,2019-09-14,0,0,0,0,1,0,1,0,0,2
5839,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5840,,,ruokday peopl seem pop awar rais poster around psych hospit todaynseem redund,2019-09-14,0,0,0,0,0,1,0,0,1,0
5841,,,invit ruokdaynexecut manag seek profession help,2019-09-14,0,1,0,0,0,0,0,0,0,0
5842,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5843,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-14,0,0,0,0,1,1,1,0,0,2
5844,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5845,,,coachcavil henrycavil commun instagram select pearl cavil younnher thexexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5846,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5847,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5848,,,coachcavil henrycavil commun instagram select pearl cavil younnher thexexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5849,,,virginpuls genuin care actual compani virgingroup reflect branson famili essenc amp synergi visionnwhat meaning project nvirginpulseglobalchallengenruokday ruok ruok ruokeveryday nfind ,2019-09-14,0,0,0,0,0,0,1,0,0,0
5850,,,coachcavil henrycavil commun instagram select pearl cavil younnher thexexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5851,,,coachcavil henrycavil commun instagram select pearl cavil younnher newsroom agre good futur coach agre want hear opinionnnruokday superman life motiv motivacion ,2019-09-14,0,1,0,0,2,0,2,0,1,3
5852,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5853,,,new blog postnwhat mistaken resiliencennin talk mother mental healthnruokday ,2019-09-14,0,1,0,1,1,2,2,1,0,1
5854,,,teenag son want practic ruokday chat taught schoolnnxfxfxxaxfxfxfxbbmom pretend depress nxfxfxxaxfxfxfxbbsurenxfxfxxaxfxfxfxbbso r u oxexxa,2019-09-14,0,0,0,1,0,2,0,1,0,1
5855,,,often resili misunderstood itxexx person trait toughnit goe bit sidxexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5856,,,crochet mimic chest made ruokday dnd epic donat box ndungeonsanddragon dnd art crochet craft ,2019-09-14,0,1,0,0,1,0,3,1,1,0
5857,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5858,,,want start ruok convers use four step ask question ruokday day needxexxa,2019-09-14,0,1,0,0,0,0,1,0,0,0
5859,,,time ask r u ok notic chang matter small friend famili peer learnxexxa,2019-09-14,0,1,0,0,1,1,1,0,0,1
5860,,,ruokday nation day action remind trustthesign trust gut ampamp ask ruok anyxexxa,2019-09-14,0,0,1,0,0,0,1,0,0,2
5861,,,great effort wife xexxctrust sign trust gut amp ask r u ok convers could chang life r u ok lot resourc download educ young peoplexexxd ruokday ,2019-09-14,0,1,1,0,1,0,2,0,1,1
5862,,,xexxi went walk return find husband deadxexx mentalhealth depressionnhealthcarenstressmanag,2019-09-14,0,0,0,0,0,0,0,0,0,0
5863,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5864,,,media blackout thisxfxfxxtortur report sinc special rapporteur tortur xexxa,2019-09-14,0,0,0,0,1,0,1,0,0,0
5865,,,media blackout thisxfxfxxtortur report sinc special rapporteur tortur xexxa,2019-09-14,0,0,0,0,1,0,1,0,0,0
5866,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-14,0,0,0,0,1,1,1,0,0,2
5867,,,ruokday commit power convers nyou donxexxt need train profession check somexexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5868,,,yesterday ruokday amp gave talk need ongo baselin environ know respond stress amp helpnmad realis need ongo check inxexx peopl live make sure okay stem ,2019-09-14,0,0,0,0,0,1,2,0,0,0
5869,,,today r u ok day year key theme trust sign trust gut amp ask r u ok ruokday thankxexxa,2019-09-14,0,0,1,0,0,0,0,0,0,2
5870,,,yesterday ruokday dont ask r u ok day notic someon live w diabet care forxexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5871,,,want start ruok convers use four step ask question ruokday day need moxexxa,2019-09-14,0,1,0,0,0,0,1,0,0,0
5872,,,time ask r u ok notic chang matter small friend famili peer learn axexxa,2019-09-14,0,1,0,0,1,1,2,0,0,1
5873,,,congratul anonym surgeon remind bulli harass continu problem medic woxexxa,2019-09-14,1,0,1,1,0,2,0,1,0,0
5874,,,congratul anonym surgeon remind bulli harass continu problem medic woxexxa,2019-09-14,1,0,1,1,0,2,0,1,0,0
5875,,,grief loneli heartach financi difficulti pressur stress life up down happen need toxexxa,2019-09-14,0,1,0,0,0,2,0,2,0,0
5876,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-14,0,0,0,0,1,1,1,0,0,2
5877,,,time ask r u ok notic chang matter small friend famili peer learn thexexxa,2019-09-14,0,1,0,0,1,1,2,0,0,1
5878,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5879,,,ruokday nation day action remind trustthesign trust gut ampamp ask ruok dxexxa,2019-09-14,0,0,1,0,0,0,1,0,0,2
5880,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-14,0,0,0,0,1,1,1,0,0,2
5881,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5882,,,congratul anonym surgeon remind bulli harass continu problem medic woxexxa,2019-09-14,1,0,1,1,0,2,0,1,0,0
5883,,,ruokday style swinburn univers nnsplash yellow ruok poster whilxexxa,2019-09-14,0,0,0,0,0,0,0,0,0,0
5884,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-14,1,0,0,1,0,5,0,2,0,0
5885,,,mentalhealth fact amp ruokday amp day year help stxexxa,2019-09-14,0,0,0,0,0,0,0,0,0,1
5886,,,come back brink stori chri work alongsid incred show littl morxexxa,2019-09-14,0,0,0,0,0,0,0,0,0,1
5887,,,convers could chang life ask r u ok learn listen trustthesign xexxa,2019-09-13,0,0,0,0,0,0,1,0,0,0
5888,,,ruokday nation day action remind trustthesign trust gut amp ask ruok day need toxexxa,2019-09-13,0,0,1,0,0,0,1,0,0,2
5889,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-13,0,0,0,0,1,1,1,0,0,2
5890,,,proud ambassador bachelor star mental health advoc brook blurton discuss import gettingxexxa,2019-09-13,0,2,0,0,2,0,3,0,0,3
5891,,,stronger togethernnthi messag deadli aborigin mental health worker sue larissa paxexxa,2019-09-13,1,0,0,0,0,1,0,1,0,0
5892,,,wspd ruokday flytheflag huge week mental health awar suicid prevent dont need expert talk ask listen amp readi help ,2019-09-13,0,0,0,1,0,0,2,0,0,1
5893,,,hello allntim thank follow thatxexx nn nnpleas sure follow sonic nnalso itxexxsxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5894,,,today tough day xfxfxxngot caught moment break room work today embarrassingnnif love someonexexxa,2019-09-13,0,0,0,0,1,1,1,1,1,0
5895,,,invit ruokdaynexecut manag seek profession help,2019-09-13,0,1,0,0,0,0,0,0,0,0
5896,,,r dead insid capit dead labour vampirelik live suck live labour live morxexxa,2019-09-13,0,0,0,0,0,1,0,0,0,0
5897,,,media blackout thisxfxfxxtortur report sinc special rapporteur tortur xexxa,2019-09-13,0,0,0,0,1,0,1,0,0,0
5898,,,proud ambassador bachelor star mental health advoc brook blurton discuss import gettingxexxa,2019-09-13,0,2,0,0,2,0,3,0,0,3
5899,,,ixexxm final get help need year keep quiet check peopl around listen supporxexxa,2019-09-13,0,0,0,0,0,0,1,1,0,0
5900,,,ruokday nation day action remind trustthesign trust gut amp ask ruok day need toxexxa,2019-09-13,0,0,1,0,0,0,1,0,0,2
5901,,,ruokday nation day action remind trustthesign trust gut ampamp ask ruok daxexxa,2019-09-13,0,0,1,0,0,0,1,0,0,2
5902,,,ruokday banal trivialitynment health everi day concern,2019-09-13,0,0,0,0,0,0,0,0,0,0
5903,,,love sunflow commun convers mentalhealth sunflow repres warmth posit strength bear strong resembl sun sunflow perfect symbol shine light mental health issu spread hope ruokday ,2019-09-13,1,3,0,1,4,0,6,0,2,4
5904,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5905,,,discuss today xexxaxexxa well md stanford medicin stanford medicin ruok ruokdayxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5906,,,rememb youcantalk suicid visit xexx profil learn recognis sign start conversationxexxa,2019-09-13,0,1,0,0,0,0,2,0,0,0
5907,,,away year outdoor ed camp itxexx ruokday run mind activ sxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5908,,,proud ambassador bachelor star mental health advoc brook blurton discuss import gettingxexxa,2019-09-13,0,2,0,0,2,0,3,0,0,3
5909,,,say chees teamcondo promot r u ok day wear hint yellow hand lot great ruokday resourc love r u ok simpl question import one ,2019-09-13,0,0,0,0,1,1,2,0,0,1
5910,,,someon look like theyxexxr struggl take time ask ruoknnmak connect axexxa,2019-09-13,0,1,0,0,0,0,0,0,0,0
5911,,,often resili misunderstood itxexx person trait toughnit goe bit sidxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5912,,,ruokday colleagu santiago chile learn sign indic someonexexx mentalhealth suffer learn sign rememb check ,2019-09-13,0,0,0,0,0,1,2,0,0,0
5913,,,door morn far nobodi ask r oknso herexexx subtl remind folk donxexxt sit inxexxa,2019-09-13,0,1,0,0,0,0,0,0,0,0
5914,,,ask kashmiri ruok nnruokdaynstandwithkashmirnkashmirnredforkashmir ,2019-09-13,0,0,0,0,0,0,0,0,0,0
5915,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5916,,,today ruokday nnmi journalist son julian oknnh suffer yr brutal polit persecut human rxexxa,2019-09-13,1,0,0,1,0,2,1,0,0,0
5917,,,xexxcin era social media tough gaug someon realli filter post smile face often hide paixexxa,2019-09-13,0,0,0,1,1,1,1,1,1,1
5918,,,grief loneli heartach financi difficulti pressur stress life up down happen need toxexxa,2019-09-13,0,1,0,0,0,2,0,2,0,0
5919,,,salvo australian struggl feel isol therexexx never better time reach someon tough ruokday ruok ,2019-09-13,0,1,0,0,0,1,0,1,0,0
5920,,,australian would ok welfar system wasnxexxt victimis econom vulner peopl till kill themxexxa,2019-09-13,0,0,0,1,0,1,0,1,0,1
5921,,,ruokday nation day action remind trustthesign trust gut ampamp ask ruok dayxexxa,2019-09-13,0,0,1,0,0,0,1,0,0,2
5922,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5923,,,today ruokday sign someonexexx struggl trust gut take time ask r u ok listenxexxa,2019-09-13,0,1,1,0,0,0,0,0,0,1
5924,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-13,0,0,0,0,1,1,1,0,0,2
5925,,,ruokday nation day action remind trustthesign trust gut amp ask ruok day need toxexxa,2019-09-13,0,0,1,0,0,0,1,0,0,2
5926,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-13,0,0,0,0,1,1,1,0,0,2
5927,,,ruokday everyday boost awar accept better stigma tackl mentalhealth need actixexxa,2019-09-13,1,0,1,1,0,1,0,1,0,0
5928,,,ausmedia show support ruokday ensur coverag mental health suicid safexexxa,2019-09-13,0,0,0,0,0,0,0,0,0,1
5929,,,grief loneli heartach financi difficulti pressur stress life up down happen need toxexxa,2019-09-13,0,1,0,0,0,2,0,2,0,0
5930,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-13,0,0,0,0,1,1,1,0,0,2
5931,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5932,,,eight peopl take live australia everi day threequart men conversxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5933,,,ruok everyday simpli ask friend ruok could help chang life ruokday help promot suicid prevent xexxxexxa,2019-09-13,0,0,0,1,1,0,1,0,0,1
5934,,,someon look like theyxexxr struggl take time ask ruoknnmak connect axexxa,2019-09-13,0,1,0,0,0,0,0,0,0,0
5935,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-13,0,0,0,0,1,1,1,0,0,2
5936,,,ruokday nation day action remind trustthesign trust gut ampamp ask ruok dayxexxa,2019-09-13,0,0,1,0,0,0,1,0,0,2
5937,,,ruokday fellow aussi brother julianassang oknnh need voic speak himnnurg politicixexxa,2019-09-13,0,0,0,0,0,0,2,0,0,2
5938,,,ruok ruokday fellow aussi brother julianassang oknnh need voic speak himnnurg poxexxa,2019-09-13,0,0,0,0,0,0,2,0,0,2
5939,,,r dead insid capit dead labour vampirelik live suck live labour live morxexxa,2019-09-13,0,0,0,0,0,1,0,0,0,0
5940,,,today ruokday australia figur would good time bring back video nick lonestar rxexxa,2019-09-13,0,2,0,0,1,0,1,0,1,1
5941,,,happen ask liber voter experi empathi around ruokday suicid awar auspol ,2019-09-13,0,1,0,0,0,0,0,0,0,0
5942,,,hospit psychologist outfit healthpsych ruokday ,2019-09-13,0,0,0,0,0,0,0,0,0,0
5943,,,success ruokday ararat xfxfxxb mentalhealth suicideprevent ,2019-09-13,0,1,0,0,1,0,1,0,0,0
5944,,,day past world suicid prev day ruok day great song australian icon highlight cxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5945,,,facebook want fight teen suicid expert arenxexxt sure theyxexxr right via ruokday,2019-09-13,1,0,0,1,0,1,1,0,0,1
5946,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5947,,,instead ask someon theyr ok today proactiv tell someth realli love withxexxa,2019-09-13,0,0,0,0,1,0,1,0,0,0
5948,,,cool kind kid xfxfxxbaussie ruokday ,2019-09-13,0,0,0,0,1,0,2,0,0,1
5949,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5950,,,today ruok day remind check regularli around build connect support commxexxa,2019-09-13,0,0,0,0,0,0,1,0,0,0
5951,,,want start ruok convers use four step ask question ruokday day needexexxa,2019-09-13,0,1,0,0,0,0,1,0,0,0
5952,,,today ruokday nnmi journalist son julian oknnh suffer yr brutal polit persecut human rxexxa,2019-09-13,1,0,0,1,0,2,1,0,0,0
5953,,,designredesign updat exist logonnalso provid brand ident businessnn nfiverrgig nfiverrgignnaflcatseaglesnnrlroosterssouthsnengadinescottndontcallmeangelnthebacheloraunruokday,2019-09-13,0,0,0,0,0,0,0,0,0,0
5954,,,design profession instagram facebook twitter post amp ad younn nfiverrgig nfiverrgignnaflcatseaglesnnrlroosterssouthsnengadinescottndontcallmeangelnthebacheloraunruokday,2019-09-13,0,0,0,0,0,0,0,0,0,0
5955,,,promot brand place logo citi build signboard offic interior wallnn nfiverrgig nfiverrgignnaflcatseaglesnnrlroosterssouthsnengadinescottndontcallmeangelnthebacheloraunruokday,2019-09-13,0,0,1,0,0,0,2,0,0,1
5956,,,brand youtub channel design thumbnail profession header channel artlogonn nfiverrgig nfiverrgignnaflcatseaglesnnrlroosterssouthsnengadinescottndontcallmeangelnthebacheloraunruokday,2019-09-13,0,0,0,0,0,0,0,0,0,0
5957,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-13,0,0,0,0,1,1,1,0,0,2
5958,,,listen encourag action check xfxfxxnnruokday ,2019-09-13,0,0,0,0,0,0,1,0,0,0
5959,,,teenag son want practic ruokday chat taught schoolnnxfxfxxaxfxfxfxbbmom pretend depress nxfxfxxaxfxfxfxbbsurenxfxfxxaxfxfxfxbbso r u oxexxa,2019-09-13,0,0,0,1,0,2,0,1,0,1
5960,,,ruokday nation day action remind trustthesign trust gut ampamp ask ruok dayxexxa,2019-09-13,0,0,1,0,0,0,1,0,0,2
5961,,,time ask r u ok notic chang matter small friend famili peer learn morexexxa,2019-09-13,0,1,0,0,1,1,2,0,0,1
5962,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5963,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5964,,,dont ask whether im okay unless go provid expens mental health treatment nexexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5965,,,didnt much time week post know wrote credit spot share messag email call dm whatev make feel comfort ill answer repli xexcxcxfxfxx ruokday mentalhealth friend ,2019-09-13,1,3,1,1,3,1,4,1,0,4
5966,,,instead ask someon theyr ok today proactiv tell someth realli love withxexxa,2019-09-13,0,0,0,0,1,0,1,0,0,0
5967,,,believ student wellb upmost import look one anoth amp lend support key life skxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5968,,,listen upgrad upgrad modifi improv mentalhealth depresxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5969,,,work art averag job come uniqu challeng ruokday listen podcast sxexxa,2019-09-13,0,1,0,0,1,0,2,1,1,0
5970,,,salvo ruokday encourag start convers someon commun may struggl need chat support avail find inform ruok ruokday ,2019-09-13,0,1,0,0,0,0,0,0,0,1
5971,,,away year outdoor ed camp itxexx ruokday run mind activ sxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5972,,,thank julian pace founder happi remind well ask other ok need ask ouxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5973,,,great relat watch depress everyon take look bravo xfxfxxfxfxfxfxbcxfxfxxfxfxfxfxbcxfxfxxfxfxfxfxbc ruokday ,2019-09-13,0,1,0,2,0,1,0,1,0,0
5974,,,away year outdoor ed camp itxexx ruokday run mind activ student underground calgardup caverais awar matter jbsc resourc ,2019-09-13,0,0,0,0,0,0,0,0,0,0
5975,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-13,0,0,0,0,1,1,1,0,0,2
5976,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5977,,,grief loneli heartach financi difficulti pressur stress life up down happen need toxexxa,2019-09-13,0,1,0,0,0,2,0,2,0,0
5978,,,r u ok thread nnin past realli struggl ruokday person hate lie hate thatxexxa,2019-09-13,3,0,3,2,0,3,0,3,0,0
5979,,,today ruokday nnmi journalist son julian oknnh suffer yr brutal polit persecut human rxexxa,2019-09-13,1,0,0,1,0,2,1,0,0,0
5980,,,grief loneli heartach financi difficulti pressur stress life up down happen need toxexxa,2019-09-13,0,1,0,0,0,2,0,2,0,0
5981,,,blt phd candid share meal take time catch phd student blt staff ruokday ,2019-09-13,0,3,0,0,2,0,2,0,2,2
5982,,,day past world suicid prev day ruok day great song australian icon highlight complex live depress feel need hide around ruokday worldsuicidepreventionday dami ,2019-09-13,0,0,0,2,0,1,0,1,0,0
5983,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5984,,,ruokday letxexx rememb check one anoth xfxfxxa ,2019-09-13,0,0,0,0,0,0,0,0,0,0
5985,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
5986,,,ruokday nation day action remind trustthesign trust gut amp ask ruok day need toxexxa,2019-09-13,0,0,1,0,0,0,1,0,0,2
5987,,,time ask r u ok notic chang matter small friend famili peer learn morxexxa,2019-09-13,0,1,0,0,1,1,2,0,0,1
5988,,,ruokday nation day action remind trustthesign trust gut ampamp ask ruok dayxexxa,2019-09-13,0,0,1,0,0,0,1,0,0,2
5989,,,ixexxv experienc amp wit conxexxt shift right direct cybersecur sector sinc last yearxexx ruokday letxexxsxexxa,2019-09-13,0,0,0,0,0,0,1,0,0,0
5990,,,student took break studi decor donut support ruokday itxexx okay okaxexxa,2019-09-13,0,0,0,0,0,0,0,0,1,0
5991,,,fun ruokday bake sale talk paint phd session cute anim ,2019-09-13,0,1,0,0,1,0,3,0,0,0
5992,,,everi day ruokday nnlearn sign reach start convers nnyou may chang life bxexxa,2019-09-13,0,1,0,0,0,0,0,0,0,0
5993,,,ruokday nation day action remind trustthesign trust gut amp ask ruok day need toxexxa,2019-09-13,0,0,1,0,0,0,1,0,0,2
5994,,,r u oknnit ruokday trust sign start convers could chang life ,2019-09-13,0,1,0,0,0,0,0,0,0,1
5995,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-13,0,0,0,0,1,1,1,0,0,2
5996,,,today ruokday nnmi journalist son julian oknnh suffer yr brutal polit persecut human rxexxa,2019-09-13,1,0,0,1,0,2,1,0,0,0
5997,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-13,0,0,0,0,1,1,1,0,0,2
5998,,,made last month still appli today everi singl day forev onward nnreach help hand yxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
5999,,,ixexxm huge fan ruokday year wasnxexxt ok felt social media grandstand hashtagxexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
6000,,,one point anxieti hit jessica surpris celebr ruokday yesterday learn jessica handl anxxexxa,2019-09-13,1,0,0,0,0,1,1,0,0,0
6001,,,encourag everyon ask listen amp check simplennon ruokday make differ wixexxa,2019-09-13,0,0,0,0,0,0,0,0,0,0
6002,,,today ask r u ok simpl convers somon need could save life dont need wear suitxexxa,2019-09-13,0,0,0,0,1,1,1,0,0,2
6003,,,belmarsh prison place someon suffer sever chronic anxietyneurolog symptom posttraumaticxexxa,2019-09-13,1,0,0,1,0,5,0,2,0,0
6004,,,today ruokday nnmi journalist son julian oknnh suffer yr brutal polit persecut human rxexxa,2019-09-13,1,0,0,1,0,2,1,0,0,0
6005,,,dont mean cynic post ruokday social media realli hope check somexexxa,2019-09-13,0,1,0,0,1,0,1,0,1,1
