,text,UniqueID,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
2455,gp everi doctor gp convoc item bring import topic doctorsxexx wellb focu ruokdayxexxa,2455,0,0,0,0,0,0,1,0,0,1
2456,sometim check ruokday ,2456,0,0,0,0,0,0,0,0,0,0
2457,well comput mous broke luckili replac alreadi set that way start ruokday good one easili solv,2457,0,2,0,1,1,1,1,1,1,1
2458,morrison talk ruokday drive peopl newstart depress poverti homeless righto qt,2458,1,1,1,2,0,2,1,2,0,0
2459, gregnnar human detent oknauspolnruokday,2459,0,0,0,0,0,0,0,0,0,0
2460,word xexx talk read write xexx may anchor nred room poetri proudli hous largest collect onlin australian poetri auspoetri nruok ruokday,2460,0,1,0,0,1,0,4,0,0,2
2461,ruokday special day extra mind othersnnconsid around may vulner appreci reach workplac need pay closer attent wellb colleagu nmentalhealth ,2461,0,1,0,0,2,0,3,0,0,1
2462,assistancedog like becom importantxfxfxxnminddogau mentalhealth nruok ruokday ruokday ,2462,0,0,0,0,0,0,0,0,0,0
2463,first respond firefight expos challeng incid make import abl txexxa,2463,0,0,0,0,0,0,0,0,0,0
2464,watch power stori work today ruokday great legaci leaven,2464,0,1,0,1,0,0,0,0,0,0
2465,im go perfectli ordinari new music explor mentalhealth today mentalhealthawar ruok ruokday destigmatis perfectlyordinari ,2465,0,1,0,0,2,0,2,1,0,1
2466,dog great mental health st airlin au care enough plane withxexxa,2466,0,0,0,0,0,0,0,0,0,0
2467,financi hardship realiti mani australian itxexx import check around ruokday ,2467,0,0,0,0,0,1,0,1,0,0
2468,workmat famili employe stranger boss friend make differ check innnruok ruokday makeadiffer wedrivetogeth ,2468,0,0,0,1,1,1,1,0,0,2
2469,could ask ruok often among famili friend work colleagu itxexx alway easi new googl assist app helpnyoumatt ruokday mentalhealth ,2469,0,0,0,0,1,0,2,0,0,2
2470,wonder id heard convers peopl ask someon ok awkwardli chang subject person ask start respond reallynnthen realiz ruokday time,2470,0,2,0,0,0,1,0,0,0,0
2471,ixexxm ok ruokday ixexxm fuck mad aunti tanyaday death custodi im furiou still fight xexxa,2471,3,1,2,3,0,3,0,2,1,0
2472,au thing call r u ok day itxexx kind nerdi case moot struggl ruokday ,2472,0,0,0,1,1,2,1,1,0,1
2473,ixexxm ok ruokday ixexxm fuck mad aunti tanyaday death custodi im furiou still fight xexxa,2473,3,1,2,3,0,3,0,2,1,0
2474, wexexxr don yellow walk awar acknowledg ruokday open convers colleagu today ,2474,0,0,0,0,0,0,1,0,0,1
2475,r u okday nation day action remind trust sign trust gut amp ask r u ok day needednntoday call australia learn start convers could chang lifen ,2475,0,1,1,0,0,0,2,0,0,3
2476,ruokday appli prison peopl mental ill disabl therexexx month waitxexxa,2476,2,0,1,2,0,2,0,2,0,0
2477,start could life chang conversationar okaynw remind afa care confidenti support servicxexxa,2477,0,1,0,0,0,0,0,0,0,0
2478,ruokday basic neurotyp shout xexxcruokxexxd everyon offic loudli insincer restxexxa,2478,1,0,0,0,0,0,0,0,1,0
2479,xfxfxxbxfxfxxbxfxfxxbxfxfxxbrememb import ask r u ok today everi day ruokday ,2479,0,0,0,0,0,0,0,0,0,0
2480,ixexxm ok ruokday ixexxm fuck mad aunti tanyaday death custodi im furiou still fight xexxa,2480,3,1,2,3,0,3,0,2,1,0
2481,ixexxm ok ruokday ixexxm fuck mad aunti tanyaday death custodi im furiou still fight xexxa,2481,3,1,2,3,0,3,0,2,1,0
2482,ruok mental health one key prioriti govt offici recogn commit k mental health seafoodindustri talk mental health isnt easiest convo import ruokday ruok mentalhealth ,2482,0,0,0,0,0,0,1,0,0,0
2483,look mental health import take care physic health your feel stressedxexxa,2483,0,0,0,0,0,0,0,0,0,0
2484,first respond firefight expos challeng incid make import abl start convers nntoday remind check love one amp colleagu amp ask r u oknna convers could chang life ruokday ,2484,0,1,0,0,1,0,1,0,0,0
2485,ruokday nruokday nnjulianassang die psycholog tortur combin denial healthcar year arbitrari detent persecut stop expos human cost war middl east nnbarbar nousextradit ,2485,0,0,0,2,0,3,0,1,0,0
2486,send broad ruok today talk peopl know ask univers oxexxa,2486,0,0,0,0,0,0,1,0,0,0
2487,get niggl feel someon know care isnt behav normal would make differ sxexxa,2487,0,0,0,0,0,0,0,0,0,0
2488,itxexx ok oknbut question need ask first r u ok xfxfxxbnruokday nruok ,2488,0,0,0,0,0,0,1,0,0,0
2489,today r u ok day nation group would like acknowledg nation day action dedic remindingxexxa,2489,0,0,0,0,0,0,1,0,0,2
2490,makeup relat someon depress anxieti im ask allnmakeup start still continu person therapi nwhat yoursnruokday ruok ,2490,0,1,0,1,0,1,0,1,0,0
2491,lennni throw great big ruokday flamin mongrelsnnif struggl youxexxd surpris mani peopl would sit listen donxexxt afraid asknnyou better,2491,0,0,0,1,0,1,0,0,0,0
2492,australia oknthank askingnw shart overlord nand mr potato head generalissimontri increas suicid number way cannruokday nauspol,2492,0,0,0,0,0,0,0,0,0,0
2493,r u ok ceo reach behalf nff peopl live rural australia morxexxa,2493,0,0,0,0,0,0,0,0,0,0
2494,ruoknnruokday nation day action dedic remind everyon ask xexxcar okxexxd rememb evxexxa,2494,0,0,0,0,0,0,1,0,0,1
2495,cafe offer hot drink pm today grab friend shout coffe checxexxa,2495,3,0,0,0,1,1,3,0,1,1
2496,send broad ruok today talk peopl know ask univers ok dont assum banner person im tell peopl ok today coffe amp call better banner ruokday,2496,0,0,0,0,0,0,1,0,0,0
2497,today atlassian sydney spend time ask one anoth xexxcar okxexxd find learn abxexxa,2497,0,1,0,0,0,0,1,0,0,0
2498,today ruokday nation day dedic remind everyon day day ask xexxcar okxexxd support might struggl nr u ok three word could make differ ,2498,0,0,0,0,0,0,1,0,0,2
2499, everi american must watch present septemb eventsnnneverforget livepd ruokday,2499,0,2,0,1,1,0,1,0,1,1
2500,pr stunt r u oknnwhit peopl well adjust injusticennruokday ruok auspol,2500,0,0,0,0,0,0,0,0,0,0
2501,ok ok nruok ruokday ,2501,0,0,0,0,0,0,0,0,0,0
2502,ok oknntoday ruokday encourag everyon reach start conversationnny alxexxa,2502,0,1,0,0,0,0,0,0,0,0
2503,notic chang friend behaviour trust gut amp ask r u oknnthos commun riskxexxa,2503,0,0,1,0,1,0,1,0,0,2
2504,today stress af compound workplac consid ruokday joke nthursdaythought ruok itsoknottobeok,2504,0,0,0,0,0,2,0,0,0,0
2505,yesterday epic breakup tune session fabul help find littl ray sunshin ruokday today nnyour best happi happymak song hit ,2505,1,0,0,0,0,2,1,1,0,0
2506,well cashless welfar card larg own manag former liber mp amp parti member australian govern seem kill poor profit mani peopl die australia hand govern ruokday auspol ,2506,0,0,0,2,0,2,2,2,0,2
2507,lot local event around ruokday jist speech common itxexx great take moment today letxexxa,2507,0,0,0,0,0,0,1,0,0,0
2508,today take moment start convers ask famili friend colleagu ruok convers could chang lifenntrustthesign ruokday ,2508,0,1,0,0,1,0,1,0,0,1
2509,ixexxm ok ruokday ixexxm fuck mad aunti tanyaday death custodi im furiou still fight xexxa,2509,3,1,2,3,0,3,0,2,1,0
2510,today ruokday remind take moment check fellow peer colleagu friexexxa,2510,0,0,0,0,0,0,1,0,0,1
2511,ruoknnruokday nation day action dedic remind everyon ask xexxcar okxexxd rememb evxexxa,2511,0,0,0,0,0,0,1,0,0,1
2512,dont need expert reach good friend great listen inform support servic download free mental well app nruokday youarenotalon mentalhealth ,2512,0,1,0,0,2,0,3,0,1,4
2513,ruokday today make awar mental heath today everyday l stream doinxexxa,2513,0,0,0,0,0,0,0,0,0,0
2514,great hear professor craig hass talk mind care other care oneself ruokday xexxa,2514,0,0,0,0,0,0,2,0,0,1
2515,r u ok im alway chat feel free hit ruokday ruokday,2515,1,0,0,0,0,1,0,0,0,0
2516,rais awar mental health suicid prevent st barbara unveil sever blue tree importxexxa,2516,1,1,1,1,1,1,1,1,1,1
2517,septemb offici r u ok day offer someon shoulder today dont forget day sometim life daili struggl xexdxa ruokday ,2517,0,0,0,0,0,1,2,0,0,1
2518,late priorit famili time import get rut innnyou gotta lxexxa,2518,0,1,0,0,0,1,0,1,0,0
2519,enjoy mind activ learn interest impact activ may wellb associ professor craig hassadxexx seminar xexxruok mind care other care oneselfxexx ruokday ,2519,0,1,0,0,1,0,4,0,0,2
2520,lot local event around ruokday jist speech common itxexx great take moment today letxexx forget ask tomorrow next week next month word could make differ someon need know other care,2520,0,1,0,0,0,1,2,0,0,1
2521,special morn today xfxfxxbni truli believ uniqu special everi way dont afraid showcas true colour xfxfxcx ruokday ruok ,2521,0,1,0,1,3,1,3,0,0,1
2522,okay ruokday ,2522,0,0,0,0,0,0,0,0,0,0
2523,ask listen help find help keep talk listen ruokday ,2523,0,0,0,0,0,0,1,0,0,0
2524,rais awar mental health suicid prevent st barbara unveil sever blue tree import day convers could save life r u ok nruokday mentalhealth stbarbaramin fb ,2524,1,1,1,1,2,1,2,1,1,2
2525,rhop team busi week hand materi aid winter drive vulner room hous resid thank goe pro bono partner communitylaw homeless ruokday ,2525,1,1,1,1,0,1,2,1,0,1
2526,know psycholog emot consequ involv advers event involv feel ofxexxa,2526,0,0,0,0,0,0,0,0,0,0
2527,today ruokday remind take moment check fellow peer colleagu friexexxa,2527,0,0,0,0,0,0,1,0,0,1
2528,meco ruokday sunshin green lawn free lunch start convers ask r u ok friend famili nation day promot mental health wellb itxexx import issu societi someth make chang ,2528,0,1,0,0,2,0,2,0,0,3
2529,librari good place connect commun thought ruokdayxexxa,2529,0,2,0,0,1,0,1,0,1,1
2530,ruokday nruokday njulianassang grave ill found unit nation symptom psycholog tortur tortur solitari confin imprison illeg intern lawnnh may diennfreeassangenow unityj ,2530,1,0,1,2,1,4,1,2,0,2
2531,love spring festiv feel lunchtim ruokday event ,2531,0,0,0,0,1,0,1,0,0,0
2532,seem quit fit r u ok day ruokday ruok ,2532,0,0,0,0,0,1,0,0,0,0
2533,r u ok ruokday ruok ,2533,0,0,0,0,0,0,0,0,0,0
2534,r u ok nnjust word make big differ xfxfxxcnntoday encourag trust gut instinct ask youxexxa,2534,0,0,1,0,0,0,1,0,0,2
2535,peopl id less like receiv mental health support peopl without id learn talk pexexxa,2535,0,0,0,0,0,0,2,0,0,0
2536,struggl st happi chat thank listen ruok ruokday ruokday ,2536,0,0,0,0,0,0,0,0,0,0
2537,someon oknruok ruok ruokdayn,2537,0,0,0,0,0,0,0,0,0,0
2538,today ru ok day great remind import inde everywher everi day take timexexxa,2538,0,0,0,0,0,0,0,0,0,0
2539,ixexxm ok ruokday ixexxm fuck mad aunti tanyaday death custodi im furiou still fight xexxa,2539,3,1,2,3,0,3,0,2,1,0
2540,today pleas dont afraid ask someon theyr ok notic changennruokday mentalhealth emot wellb trustyourgut ,2540,0,1,0,2,0,2,0,1,0,0
2541,today ru ok day great remind import inde everywher everi day take time care support wellb colleagu ruokday ,2541,0,1,0,0,0,0,0,0,0,0
2542,ask someon today ruok convers make differ ruokday ,2542,0,0,0,0,0,0,0,0,0,0
2543,ruokday appli prison peopl mental ill disabl therexexx month waitxexxa,2543,2,0,1,2,0,2,0,2,0,0
2544,come r u ok ruokdayn,2544,0,0,0,0,0,0,0,0,0,0
2545,trust sign trust gut ask r u ok ruokday ruok xfxfxx xfxfxxbxfxfxxb ,2545,0,0,1,0,0,0,0,0,0,2
2546,r u ok nnjust word make big differ xfxfxxcnntoday encourag trust gut instinct ask youxexxa,2546,0,0,1,0,0,0,1,0,0,2
2547,never know approach convers involv onexexx mental health listen nnceo discuss realm detail ruokday nn,2547,0,0,0,0,0,0,0,0,0,0
2548,hope okay hope gentl ruok ruokday itsoknottobeok itaintweaktospeak wordxexxa,2548,0,2,0,0,2,0,2,0,2,2
2549,today r u ok day mental health import talk day today check peopl life whether someon ask today someon know struggl xfxfxx ruokday ruok ruokay ,2549,0,0,0,0,0,0,1,0,0,0
2550,ruokday ruokday njulianassang receiv polit asylum ecuadorian embassi mental torturexexxa,2550,0,0,0,1,0,1,0,0,0,0
2551, thank someon goe hell everyday know peopl feel isol alon lead tragic thing save grace gamingn ruokday,2551,1,0,1,1,1,2,3,1,0,1
2552,know someth isnt quit right help guid may help determin need check sxexxa,2552,0,0,0,0,0,1,0,0,0,0
2553,check beauti irabina famili today r u ok day r u ok day nation day action dedicxexxa,2553,0,0,0,0,0,0,1,0,0,1
2554,phone call ill never forget xexdxaxfxfxx gtgt xfxfxx ruok ruokday ruokday,2554,1,0,1,1,0,2,0,1,0,0
2555,rais donat ruokday offic nthe work realli import websit detailsn ,2555,0,0,0,0,0,0,0,0,0,0
2556,estim amp percent older peopl experi depress amp anxieti mani age alxexxa,2556,0,0,0,1,0,1,0,2,0,0
2557,suicid discriminatebut disproportion impact indigen peopl ixexxv advoc suicixexxa,2557,0,0,0,0,0,0,0,0,0,0
2558,gp everi doctor gp convoc item bring import topic doctorsxexx wellb focu ruokdayxexxa,2558,0,0,0,0,0,0,1,0,0,1
2559,xfxfxaxbnneven though psychiatrist support team piec mind bodi soul togeth differ still nni new improv menntherapi psychiatrist psychiatri recoveri rehab mentalhealth ruok ruokday mentalhealthawar,2559,0,0,0,0,0,0,0,0,0,1
2560,ixexxm ok ruokday ixexxm fuck mad aunti tanyaday death custodi im furiou still fight xexxa,2560,3,1,2,3,0,3,0,2,1,0
2561,fantast crowd one tree ag ruokday farmer breakfast nawesom chat amp give everyonexexxa,2561,1,1,1,0,1,0,2,0,1,1
2562,today ruokday xexxa,2562,0,0,0,0,0,0,0,0,0,0
2563,quit post ruokday import messag contribut want make plea peopl simpli kind everi day anyon meet,2563,0,1,0,1,1,2,1,1,0,1
2564,today ruokday xexxa,2564,0,0,0,0,0,0,0,0,0,0
2565,retweet addit thought look other way everi day campaign like help mean bring attent issu equal import health profession rememb selfcar ruokday ,2565,0,1,0,0,0,0,0,0,0,0
2566,learn four step great ruok convers sydney offic morn tea ruokday alwayslearningxexxa,2566,0,1,0,0,0,0,1,0,0,0
2567,ixexxm ok ruokday ixexxm fuck mad aunti tanyaday death custodi im furiou still fight xexxa,2567,3,1,2,3,0,3,0,2,1,0
2568,septemb ruokdaynteach wonder fulfil demand vocationnb sure check fellxexxa,2568,1,0,0,0,0,1,0,0,0,0
2569,usual plenti laugh today footyolog podcast bit differ discuss tragic death danni frawlexexxa,2569,1,1,1,1,1,2,2,1,2,1
2570,today australia ruokday day check friend strong one quiet one busi one funni one becausexexxa,2570,0,0,0,0,1,0,2,1,0,1
2571,mental health play huge part life honestli say day like ruokday realli bring smile nnstart convers okay talk never forget peopl care nnruok mentalhealthawar,2571,1,0,1,1,2,1,3,1,1,2
2572,ruokday ruokday njulianassang receiv polit asylum ecuadorian embassi mental torturexexxa,2572,0,0,0,1,0,1,0,0,0,0
2573,suicid discriminatebut disproportion impact indigen peopl ixexxv advoc suicixexxa,2573,0,0,0,0,0,0,0,0,0,0
2574,need crisi support call lifelin beyondblu emerg call xexxa,2574,0,0,0,0,0,0,0,0,0,0
2575,ruok ruokday suicidesurvivor nfriend mean anyon read dont care know xfxfxx ,2575,0,0,0,0,0,0,0,0,0,0
2576,know someth isnt quit right help guid may help determin need check sxexxa,2576,0,0,0,0,0,1,0,0,0,0
2577,today r u ok day join colleagu today support mate construct great work around suicid preventioxexxa,2577,0,0,0,0,0,0,3,0,0,1
2578,day ocean palli care confer much learn letxexx twitter show start number one todayxexxa,2578,0,1,0,0,0,0,1,0,0,1
2579,today r u ok day nation group would like acknowledg nation day action dedic remindingxexxa,2579,0,0,0,0,0,0,1,0,0,2
2580,life feel overwhelm sometim know ruokday student staff educ togeth croxexxa,2580,0,0,0,0,0,1,0,0,0,0
2581,suicid discriminatebut disproportion impact indigen peopl ixexxv advoc suicixexxa,2581,0,0,0,0,0,0,0,0,0,0
2582,r u ok youxexxr flick dm letxexx chat mental health carri horribl stigma far long letxexxa,2582,1,1,1,1,0,1,0,1,0,0
2583,ruokday ednitxexx feroci winter season arenxexxt fabul honest onexexxa,2583,1,0,1,1,1,0,1,1,0,1
2584,ruokday basic neurotyp shout xexxcruokxexxd everyon offic loudli insincer restxexxa,2584,1,0,0,0,0,0,0,0,1,0
2585,preval suicid thought paramed nine time higher report gener australian populaxexxa,2585,0,2,0,0,0,0,0,0,0,0
2586,ruokday peopl r u ok ,2586,0,0,0,0,0,0,0,0,0,0
2587,know someth isnt quit right help guid may help determin need check someon close suicideprevent ruokday ruok ruokday mentalhealthmatt mentalhealth ,2587,0,0,0,0,0,1,0,0,0,0
2588,ruokday ruokday njulianassang receiv polit asylum ecuadorian embassi mental torturexexxa,2588,0,0,0,1,0,1,0,0,0,0
2589,phone call ill never forget xexdxaxfxfxx gtgt xfxfxx ruok ruokday ruokday,2589,1,0,1,1,0,2,0,1,0,0
2590,ruokday peopl r u ok ,2590,0,0,0,0,0,0,0,0,0,0
2591,suicid discriminatebut disproportion impact indigen peopl ixexxv advoc suicixexxa,2591,0,0,0,0,0,0,0,0,0,0
2592,today ruokday xexxa,2592,0,0,0,0,0,0,0,0,0,0
2593, today ask colleagu famili friend anyon xexxcr u okxexxd peopl issu mental health let help reduc thatnruokday ruok mentalhealth mentalhealthawar ,2593,0,0,0,0,1,0,1,0,0,1
2594, need crisi support call lifelin beyondblu emerg call info r u ok day visit ruok ruokday,2594,0,0,0,0,0,0,1,0,0,0
2595,download aborigin torr strait island specif resourc ruokday xexxa,2595,0,0,0,0,0,0,0,0,0,0
2596,septemb ruokdaynteach wonder fulfil demand vocationnb sure check fellxexxa,2596,1,0,0,0,0,1,0,0,0,0
2597,fantast crowd one tree ag ruokday farmer breakfast nawesom chat amp give everyonexexxa,2597,1,1,1,0,1,0,2,0,1,1
2598, septemb ruokdaynteach wonder fulfil demand vocationnb sure check fellow teacher ask r u oknruokday ruok ,2598,1,0,0,0,0,1,2,0,0,2
2599,ruokday ruokday njulianassang receiv polit asylum ecuadorian embassi mental tortur usa journal nnthe cia head involv tortur ginahaspelnnassang alreadi tortur solitaryconfin uk ,2599,0,0,0,1,0,1,0,0,0,0
2600,normal talk anim today ruokday go talk peopl pleas take time cxexxa,2600,0,2,0,1,0,1,2,1,0,0
2601, that great hear xfxfxxaxfxfxxba today ruokday reach friend famili ask r u ok mate,2601,0,0,0,0,1,0,2,0,0,2
2602, laq support encourag peopl ask famili friend amp colleagu theyr ok amp start convers could chang life legal profess uniqu set challeng amp provid support program amp servic help staff ruokday ,2602,0,1,0,0,1,0,2,0,0,2
2603, best part ruokday xexdxa willow goldi ,2603,0,0,0,0,0,0,0,0,0,0
2604,work agenc across australia develop nationalstandard digitalmentalhealth servic learn aboutxexxa,2604,0,1,0,0,0,0,2,0,0,0
2605,today ruokdaynth day suicid mental health awar made video xexxaxexxanfurri fandom r uxexxa,2605,0,0,0,0,0,0,0,0,0,0
2606,ask ruokday ruokday someth like ,2606,0,0,0,0,0,0,0,0,0,0
2607,usual plenti laugh today footyolog podcast bit differ discuss tragic death danni frawley ruokday media report matter mental health amp suicid difficult think necessari convers ,2607,1,1,1,2,1,2,2,1,2,1
2608,ask ruokday ruokday someth like ,2608,0,0,0,0,0,0,0,0,0,0
2609,ok oknntoday ruokday encourag everyon reach start conversationnny alxexxa,2609,0,1,0,0,0,0,0,0,0,0
2610,one favourit place earth kiama ruokday ,2610,0,0,0,0,0,0,0,0,0,0
2611,great leader region great human speak kiama launchxexxa,2611,0,0,0,0,0,0,1,0,0,1
2612,sometim take open convers ask r u ok nnlet engag meaning convers around mexexxa,2612,0,0,0,0,0,0,0,0,0,0
2613,next part convers say im oknruokday,2613,0,0,0,0,0,0,0,0,0,0
2614,ruokday basic neurotyp shout xexxcruokxexxd everyon offic loudli insincer restxexxa,2614,1,0,0,0,0,0,0,0,1,0
2615,sure check friend love one colleagu today xexx everyday ruokday nnimag hxexxa,2615,0,0,0,0,2,0,2,0,0,1
2616,folk ask xexxcar okxexxd talk xexxcixexxdego ruokday,2616,0,0,0,0,0,0,1,0,0,0
2617,sometim difficult tell sometim thing look today everi day ruokday ,2617,0,0,0,1,0,0,0,0,0,0
2618,permiss grant big sob mentalhealth anxieti ruokday whimn,2618,0,1,0,0,1,1,1,1,0,1
2619,ask ruokay could save lifennignoranceisntbliss nnthank bring everyon togeth recognis import daynnruok ruokday melbourn ,2619,0,0,0,0,1,0,1,0,0,1
2620,preval suicid thought paramed nine time higher report gener australian populaxexxa,2620,0,2,0,0,0,0,0,0,0,0
2621,ruokday make sure talk famili friend today make sure alright mentalhealthawar ruokday,2621,0,0,0,0,1,0,2,0,0,1
2622,wrote suicid note graem cowan convinc would never recov sever depress nnbut didnnruokdayn,2622,0,0,0,1,0,2,0,1,0,0
2623,ruokday want say thank friend famili ask im ok throughout year hope need someon listen,2623,0,1,0,0,2,0,2,0,1,2
2624,today ruok day nation day action remind everyon day day ask xexxcar okxexxd suppxexxa,2624,0,0,0,0,0,0,1,0,0,1
2625,life feel overwhelm sometim know ruokday student staff educ togeth croxexxa,2625,0,0,0,0,0,1,0,0,0,0
2626,r u ok youxexxr flick dm letxexx chat mental health carri horribl stigma far long letxexxa,2626,1,1,1,1,0,1,0,1,0,0
2627,r u ok nnruokday,2627,0,0,0,0,0,0,0,0,0,0
2628,sun snag sizzl qbi student staff lent support r u okday rememb trust sign ask ruok wexexxr stronger togeth trustthesign ruokday ,2628,0,1,0,0,1,1,1,0,2,2
2629,everyon feel time everyon find easi talk time reach someon today ruokday ruok ruokday ,2629,0,2,0,0,0,0,1,0,0,0
2630,check strong friendsncheck quiet friend xexxchappyxexxd friend creativ friend ncheckxexxa,2630,0,0,0,0,3,0,4,1,0,3
2631,ive post think import post today ruokday peopl wont want toxexxa,2631,0,1,0,0,0,0,0,0,0,0
2632,today ruok day encourag check famili friend colleagu neighbour particularli may new expect parent know support tool resourc avail mumspac ruokday ,2632,0,1,0,0,1,0,2,0,1,2
2633,support um hq wonder morn tea staff encourag ask xexxcar okxexxd work um strive foster cultur staff feel comfort ask answer simpl yet import question nnruokday itsoknottobeok ,2633,0,3,0,0,1,0,2,0,0,1
2634,ruokday countri music star felic urquhart amp fmr nsw liber leader john brogden talk mental ill amp suxexxa,2634,1,1,2,1,2,2,4,2,0,2
2635,need workplac world ok vulner amp vulner doesnt make less capabl say ruok ruokday,2635,0,0,0,0,0,0,0,0,0,0
2636,go ask someon ruok better bloodi prepar answer xexxcnoxexxd nruokday,2636,0,0,0,0,0,0,0,0,0,0
2637,come r u ok ruokdayn,2637,0,0,0,0,0,0,0,0,0,0
2638,r u ok nnjust word make big differ xfxfxxcnntoday encourag trust gut instinct ask youxexxa,2638,0,0,1,0,0,0,1,0,0,2
2639,itxexx r u ok day today think import convers topic ive lost mani friend suicid ive come cxexxa,2639,0,0,0,0,1,1,1,1,0,1
2640,itxexx r u ok day make sure start convers someon ask theyxexxr ok could help save someonexexxsxexxa,2640,0,1,0,0,1,0,1,0,0,1
2641,noth vapid mental health day one realli give shit peopl mental health wanxexxa,2641,1,0,1,0,0,1,0,0,0,0
2642,ruokday appli prison peopl mental ill disabl therexexx month waitxexxa,2642,2,0,1,2,0,2,0,2,0,0
2643,love quotexexxaxefxbxf r u ok ruokday ,2643,0,0,0,0,1,0,1,0,0,0
2644,find particularli crass particip ruokday consid role attack dismiss lot section commun vulner mental health issu unemploy indigen peopl affect climat chang exampl,2644,1,0,0,1,0,1,0,0,0,0
2645,ruokday check friend colleagu r u ok day convers could chang life ,2645,0,0,0,0,1,0,1,0,0,1
2646,ruok day student emmau creat safe space write feel start convers look ruokday ,2646,0,1,0,0,1,0,1,0,0,1
2647,colli polic get togeth r u ok day meaning convers mate colleagu love one couldxexxa,2647,0,0,0,0,1,0,2,0,0,1
2648,great way messag across beauti artwork rachael sarra ruokday ,2648,0,0,0,0,0,0,0,0,0,0
2649,today ruok day nation day action remind everyon day day ask xexxcar okxexxd support struggl xfxfxxb take part simpl learn ruokxexx four step convers xfxfxx learn ruokday ,2649,0,0,0,0,0,0,3,0,0,1
2650,today ruokday xexxa,2650,0,0,0,0,0,0,0,0,0,0
2651,ruokday ruokday njulianassang illeg jail tortur journalismnnsolitaryconfin excess day subject absolut prohibit last mental damag caus day social isol nn ,2651,0,0,0,1,0,3,0,1,0,0
2652,well im get helpnon bright side worri thin diet well ahead schedulenruokday ruok ruokday,2652,0,0,0,0,0,0,1,0,0,0
2653,r u ok itxexx simpl question friend mean much time kind word sympathet ear caxexxa,2653,0,1,0,0,2,0,4,0,0,3
2654,mani simpl act someon reach help connect vulner valid hexexxa,2654,0,0,0,0,0,0,0,0,0,0
2655,today r u ok day australia often brightest cheer peopl one sadest smallest effort show care someon ask ok could make differ person life nruokday,2655,0,1,0,0,1,0,2,0,1,2
2656,video stefani camin guest speaker ruok breakfast morn stefani share experi survixexxa,2656,0,2,0,0,1,0,2,0,0,1
2657,ruokday check friend colleagu r u ok day convers could chang life ,2657,0,0,0,0,1,0,1,0,0,1
2658,nsw juvenil prison guard realli take ruokday heart work young peopl detent major young peopl juvenil detent suffer complex mental health problem ,2658,1,2,0,3,2,3,4,2,2,1
2659,download aborigin torr strait island specif resourc ruokday xexxa,2659,0,0,0,0,0,0,0,0,0,0
2660,itsoknottobeok ruokday,2660,0,0,0,0,0,0,0,0,0,0
2661,ixexxm ok ruokday ixexxm fuck mad aunti tanyaday death custodi im furiou still fight xexxa,2661,3,1,2,3,0,3,0,2,1,0
2662,mani simpl act someon reach help connect vulner valid hexexxa,2662,0,0,0,0,0,0,0,0,0,0
2663,light ruokday honour class lolli discuss emot mental high amp low write thesi research process hard itxexx ok ok itxexx import know ppl around support amp care academia ,2663,0,0,0,0,0,0,0,0,0,0
2664,link mental health legal prof amp inadequ fund legal aid amp court deal witxexxa,2664,1,2,0,1,1,0,4,0,1,3
2665,support ru ok day ruokday ruok mentalhealthawar ,2665,0,0,0,0,0,0,0,0,0,0
2666,ok talk one convers chang someon life better ruokday xfxfxx ,2666,0,0,0,0,0,0,1,0,0,0
2667,eat disord bodi imag issu huge underdiscuss context women sportnna someon hasxexxa,2667,0,0,0,0,0,0,1,0,0,0
2668,rememb dont need special day like today check someon trust sign trust gut ask r u oknnfind ruokday ruok ,2668,0,0,1,0,1,0,1,0,0,2
2669,ive post think import post today ruokday peopl wont want toxexxa,2669,0,1,0,0,0,0,0,0,0,0
2670,rememb check ruokday person ok donxexxt solvexexxa,2670,0,0,0,0,0,0,0,0,0,0
2671,encourag team make time ruokday shout free coffe take fellow vamper today convers could chang life xfxfxxc ,2671,1,1,0,0,0,0,1,0,1,2
2672,beauti piec todayxexx age spud frawley worth read tale pigeon great remind life sometim ruokday xfxfxxf,2672,0,0,0,0,0,1,2,0,0,0
2673,never suffer silenc ok ok nnxexxexefxbxflifelin nxfxfxaxbbeyond blue nxfxfxcx,2673,0,0,0,0,0,1,0,1,0,0
2674,suicid discriminatebut disproportion impact indigen peopl ixexxv advoc suicixexxa,2674,0,0,0,0,0,0,0,0,0,0
2675,r u ok xfxfxxcxcxannruokday,2675,0,0,0,0,0,0,0,0,0,0
2676,go ask someon ruok better bloodi prepar answer xexxcnoxexxd nruokday,2676,0,0,0,0,0,0,0,0,0,0
2677,check ruok xexxaxexxa xexxaxexxa miss ruokday start convers ,2677,0,1,0,0,0,0,0,0,0,0
2678,r u ok youxexxr flick dm letxexx chat mental health carri horribl stigma far long letxexxa,2678,1,1,1,1,0,1,0,1,0,0
2679,seem quit fit r u ok day ruokday ruok ,2679,0,0,0,0,0,1,0,0,0,0
2680,great column today sport star depress men particularli need talk ruxexxa,2680,0,1,0,1,1,1,2,1,0,1
2681,today r u ok day nation group would like acknowledg nation day action dedic remindingxexxa,2681,0,0,0,0,0,0,1,0,0,2
2682,ruokday appli prison peopl mental ill disabl therexexx month waitxexxa,2682,2,0,1,2,0,2,0,2,0,0
